2016/01/26,11:57:58
舦靡腹,舦靡嘿,禦秖,禦基,芥基,芥秖,禦芥基畉,瞶禦芥基畉,Θユ基,害禴碩(%),Θユ秖,夹嘿,基ず,糹基,︽ㄏゑㄒ,逞緇ぱ计,Τ篵膘,BIV,SIV
="036775",惩膀AA,499,0.46,0.47,400,2.174%,8.909%,0.46,-23.33%,979,舦计,1.96% 基,8000,0.0050,23,31.03,19.49%,19.72%
="037339",惩膀FP,499,0.87,0.88,400,1.149%,5.207%,0.87,-16.35%,75,舦计,1.96% 基,8000,0.0050,36,19.03,23.93%,24.16%
="037351",A3竤痲,499,0.58,0.59,499,1.724%,4.695%,-,-,0,舦计,1.95% 基,8000,0.0030,36,17.33,25.95%,26.29%
="037476",YKじ,495,1.49,1.50,499,0.671%,3.046%,-,-,0,舦计,1.95% 基,8000,0.0050,36,12.12,36.62%,36.83%
="06712P",じ碔3W,100,1.20,-,0,-,6.471%,1.23,16.04%,983,舦计,1.96% 基ず,8000,0.0050,21,-20.47,20.13%,-
="06840P",ら脖NP,499,2.05,2.14,10,4.390%,6.061%,-,-,0,舦计,1.96% 基ず,8000,0.0080,21,-18.58,22.41%,23.97%
="06893P",34竤痲,479,1.66,1.67,499,0.602%,4.620%,1.66,10.67%,419,舦计,1.96% 基ず,8000,0.0050,23,-13.64,31.36%,31.62%
="06898P",EQッ伦,499,0.94,1.04,10,10.638%,4.894%,-,-,0,舦计,1.96% 基ず,8000,0.0030,23,-13.77,29.07%,33.33%
="06901P",M3い獺,998,0.84,0.94,10,11.905%,5.477%,-,-,0,舦计,1.96% 基ず,8000,0.0030,23,-15.77,24.63%,29.07%
="06913P",伦HB,995,1.29,1.38,10,6.977%,4.755%,-,-,0,舦计,1.96% 基ず,8000,0.0040,23,-13.57,30.05%,32.86%
="06921P",93惩膀,400,3.03,3.13,10,3.311%,5.078%,3.28,21.03%,20,舦计,1.96% 基ず,8000,0.01,23,-14.12,27.66%,28.60%
="07287P",ASい獺,998,0.48,0.49,499,2.083%,2.919%,0.48,2.13%,175,舦计,1.90% 基ず,8000,0.0010,45,-8.65,36.52%,37.42%
="06711P",じ碔3V,495,1.68,1.78,10,5.952%,4.685%,-,-,0,舦计,4.35% 基ず,8200,0.0040,21,-13.25,25.62%,29.64%
="06742P",EDじ,499,2.19,2.21,499,0.913%,4.492%,2.18,6.34%,30,舦计,4.35% 基ず,8200,0.0050,21,-12.98,28.54%,29.16%
="06894P",35竤痲,499,2.78,2.79,499,0.360%,3.743%,2.79,8.98%,246,舦计,5.50% 基ず,8300,0.0050,23,-10.21,33.79%,33.79%
="06900P",M2い獺,998,1.04,1.09,10,4.808%,4.002%,-,-,0,舦计,5.50% 基ず,8300,0.0020,23,-11.12,28.13%,31.92%
="06920P",92惩膀,400,2.72,2.82,10,3.676%,3.825%,-,-,0,舦计,5.50% 基ず,8300,0.0050,23,-10.34,31.92%,34.73%
="06919P",91惩膀,400,4.10,4.20,10,2.445%,2.807%,-,-,0,舦计,8.80% 基ず,8600,0.0050,23,-7.64,37.54%,41.28%
